index,id,unit_type,street,suburb,region,country,postcode,lat,lon,doe,tel,prefix,suffix,email,name,status,open_hours,food1_pasta,food2_bread,food3_milk,food4_pie,food5_vet,capacity,rating
664,665,UNIT 2,VIZARD STREET,DANDENONG,VIC,AU,3175,-37.971,145.216,2016-06,867264326,VIZARD665,@aos.com,VIZARD665@aos.com,VIZARD665,TRUE,MON to FRI 8-17,45,95,27,57,83,20,4.3
665,666,SHOP 1,RESOLUTION PLACE,ROUSE HILL,NSW,AU,2155,-33.684,150.919,2019-11,163940171,RESOLUTION666,@ln.com,RESOLUTION666@ln.com,RESOLUTION666,TRUE,24/7 NOT Available During PUBLIC VACATION,58,59,27,41,96,30,4.6
666,667,UNIT 1,NICHOLSON STREET,FITZROY NORTH,VIC,AU,3068,-37.779,144.979,2016-08,272959313,NICHOLSON667,@whw.com,NICHOLSON667@whw.com,NICHOLSON667,TRUE,MON to THU 8-17 FRI to SUN,48,84,26,45,103,10,4.4
667,668,UNIT 1,KARINGAL STREET,CROYDON NORTH,VIC,AU,3136,-37.769,145.294,2019-12,335136598,KARINGAL668,@coldmail.com,KARINGAL668@coldmail.com,KARINGAL668,TRUE,MON to THU 8-17 FRI to SUN,59,67,22,54,82,30,4.5
668,669,UNIT 1,BAYVIEW DRIVE,EAST BALLINA,NSW,AU,2478,-28.853,153.595,2017-03,599148375,BAYVIEW669,@nath.com,BAYVIEW669@nath.com,BAYVIEW669,TRUE,24Hours 7Days,49,99,29,51,83,20,4.3
669,670,UNIT 2,JOHNSTONE STREET,PEAKHURST,NSW,AU,2210,-33.961,151.047,2018-11,737437528,JOHNSTONE670,@zane.com,JOHNSTONE670@zane.com,JOHNSTONE670,TRUE,24H EXCEPT WED,42,64,28,49,113,30,4.6
670,671,UNIT 2,ALPINE COURT,CRANLEY,QLD,AU,4350,-27.526,151.931,2023-07,210347874,ALPINE671,@yahaa.com,ALPINE671@yahaa.com,ALPINE671,TRUE,MON to THU 8-17 FRI to SUN,51,62,29,58,99,5,4.3
671,672,UNIT 18,GOLDEN FOUR DRIVE,BILINGA,QLD,AU,4225,-28.162,153.514,2011-11,569010020,GOLDEN FOUR672,@zoohoo.com,GOLDEN FOUR672@zoohoo.com,GOLDEN FOUR672,TRUE,24H EXCEPT WED,40,98,25,56,108,30,4.3
672,673,UNIT 5,POINT NEPEAN ROAD,CAPEL SOUND,VIC,AU,3940,-38.366,144.87,2022-01,315639661,POINT NEPEAN673,@loveu.com,POINT NEPEAN673@loveu.com,POINT NEPEAN673,TRUE,24H EXCEPT WED,52,82,28,45,101,25,4.5
673,674,UNIT 2,ACANTHUS AVENUE,BURLEIGH HEADS,QLD,AU,4220,-28.084,153.448,2011-03,616097647,ACANTHUS674,@coldmail.com,ACANTHUS674@coldmail.com,ACANTHUS674,TRUE,24H EXCEPT WED,40,52,26,43,95,5,4.4
674,675,UNIT 7,CARONIA AVENUE,CRONULLA,NSW,AU,2230,-34.051,151.148,2020-08,276252533,CARONIA675,@yahaa.com,CARONIA675@yahaa.com,CARONIA675,TRUE,24/7 NOT Available During PUBLIC VACATION,56,54,28,59,94,10,4.7
675,676,UNIT 46,ACACIA STREET,MOUNT MARTHA,VIC,AU,3934,-38.254,145.039,2023-11,777537399,ACACIA676,@zane.com,ACACIA676@zane.com,ACACIA676,TRUE,MON to FRI 8-17,40,62,30,52,115,30,4.5
676,677,TOWNHOUSE 6,OCEAN STREET,NARRABEEN,NSW,AU,2101,-33.713,151.3,2013-02,482183034,OCEAN677,@pny.com,OCEAN677@pny.com,OCEAN677,TRUE,MON to FRI 8-17,54,62,20,50,113,20,4.8
677,678,UNIT 6,PERCY HARRIS STREET,JINDABYNE,NSW,AU,2627,-36.436,148.599,2011-04,627361662,PERCY HARRIS678,@ln.com,PERCY HARRIS678@ln.com,PERCY HARRIS678,TRUE,MON to FRI 11-14 16-19,45,97,24,43,101,10,4.8
678,679,DUPLEX 2,MONTREE CIRCUIT,KALLANGUR,QLD,AU,4503,-27.24,152.978,2016-02,121825153,MONTREE CIRCUIT679,@nath.com,MONTREE CIRCUIT679@nath.com,MONTREE CIRCUIT679,TRUE,24/7 NOT Available During PUBLIC VACATION,53,79,20,44,90,30,4.8
679,680,UNIT 3,EDWARDS STREET,BURWOOD,VIC,AU,3125,-37.849,145.102,2019-07,589924228,EDWARDS680,@nath.com,EDWARDS680@nath.com,EDWARDS680,TRUE,MON to THU 8-17 FRI to SUN,57,93,24,54,98,15,4
680,681,UNIT 1,BLAKE STREET,RESERVOIR,VIC,AU,3073,-37.731,145.033,2022-05,292595588,BLAKE681,@nath.com,BLAKE681@nath.com,BLAKE681,TRUE,24H EXCEPT WED,53,68,29,51,105,25,4.6
681,682,UNIT 19,NEW CANTERBURY ROAD,DULWICH HILL,NSW,AU,2203,-33.906,151.137,2011-07,464119692,NEW CANTERBURY682,@whw.com,NEW CANTERBURY682@whw.com,NEW CANTERBURY682,TRUE,MON to THU 8-17 FRI to SUN,48,93,22,52,110,5,4.4
682,683,UNIT 1,DIOR PLACE,GREENFIELDS,WA,AU,6210,-32.526,115.756,2012-05,996099981,DIOR683,@hrs.com,DIOR683@hrs.com,DIOR683,TRUE,MON to THU 8-17 FRI to SUN,54,99,22,53,87,20,4.6
683,684,UNIT 1,BAROLIN STREET,BUNDABERG SOUTH,QLD,AU,4670,-24.877,152.353,2021-08,487516046,BAROLIN684,@nath.com,BAROLIN684@nath.com,BAROLIN684,TRUE,MON to THU 8-17 FRI to SUN,51,92,20,59,111,30,4.5
684,685,UNIT 8,GEORGE STREET,HAMILTON,VIC,AU,3300,-37.743,142.035,2019-07,516114316,GEORGE685,@hrs.com,GEORGE685@hrs.com,GEORGE685,TRUE,MON to FRI 11-14 16-19,43,54,22,42,80,15,4.7
685,686,UNIT 1,HERBERT STREET,CAMBRIDGE PARK,NSW,AU,2747,-33.753,150.734,2014-08,110036886,HERBERT686,@whw.com,HERBERT686@whw.com,HERBERT686,TRUE,MON to FRI 11-14 16-19,52,70,22,46,117,10,4.5
686,687,UNIT 2,WOLSELEY AVENUE,GLEN WAVERLEY,VIC,AU,3150,-37.88,145.174,2014-10,867854233,WOLSELEY687,@hrs.com,WOLSELEY687@hrs.com,WOLSELEY687,TRUE,MON to FRI 11-14 16-19,40,90,20,55,93,5,3.8
687,688,UNIT 1,SALISBURY ROAD,ASHWOOD,VIC,AU,3147,-37.873,145.11,2014-04,421431193,SALISBURY688,@why.com,SALISBURY688@why.com,SALISBURY688,TRUE,MON to FRI 11-14 16-19,44,93,26,51,101,15,4.2
688,689,SHOP 1,WATERS ROAD,NEUTRAL BAY,NSW,AU,2089,-33.831,151.223,2019-08,624084892,WATERS689,@ln.com,WATERS689@ln.com,WATERS689,TRUE,24/7 NOT Available During PUBLIC VACATION,59,100,29,47,100,20,4.2
689,690,UNIT 9,NEW SOUTH HEAD ROAD,EDGECLIFF,NSW,AU,2027,-33.877,151.233,2017-10,498657180,NEW SOUTH HEAD690,@coldmail.com,NEW SOUTH HEAD690@coldmail.com,NEW SOUTH HEAD690,TRUE,MON to THU 8-17 FRI to SUN,48,84,24,44,87,20,4.7
690,691,UNIT 2,PRIESTMAN AVENUE,UMINA BEACH,NSW,AU,2257,-33.518,151.316,2022-07,502630302,PRIESTMAN691,@cs.com,PRIESTMAN691@cs.com,PRIESTMAN691,TRUE,24Hours 7Days,44,83,25,41,117,30,4.4
691,692,UNIT 1,EWING STREET,BENTLEY,WA,AU,6102,-32.003,115.922,2016-11,669181856,EWING692,@nath.com,EWING692@nath.com,EWING692,TRUE,24H EXCEPT WED,54,78,25,50,94,30,4.5
692,693,UNIT 2,BOX HILL CRESCENT,MONT ALBERT NORTH,VIC,AU,3129,-37.807,145.115,2023-12,613779365,BOX HILL CRESCENT693,@yahaa.com,BOX HILL CRESCENT693@yahaa.com,BOX HILL CRESCENT693,TRUE,MON to FRI 8-17,51,80,29,49,100,20,4.2
693,694,SHOP 3,CHAPEL STREET,SOUTH YARRA,VIC,AU,3141,-37.844,144.995,2021-08,187836327,CHAPEL694,@cs.com,CHAPEL694@cs.com,CHAPEL694,TRUE,MON to THU 8-17 FRI to SUN,58,58,24,45,87,10,3.9
694,695,UNIT 14,CAMPBELL PARADE,MANLY VALE,NSW,AU,2093,-33.781,151.27,2014-10,142952362,CAMPBELL695,@coldmail.com,CAMPBELL695@coldmail.com,CAMPBELL695,TRUE,MON to FRI 8-17,56,65,30,46,117,30,4.5
695,696,UNIT 5,INGRAM STREET,GOWRIE,ACT,AU,2904,-35.419,149.106,2021-10,898271147,INGRAM696,@xmail.com,INGRAM696@xmail.com,INGRAM696,TRUE,MON to THU 8-17 FRI to SUN,54,50,27,47,97,20,3.8
696,697,UNIT 4,WHEAT STREET,CASINO,NSW,AU,2470,-28.861,153.053,2015-10,130328493,WHEAT697,@ln.com,WHEAT697@ln.com,WHEAT697,TRUE,24H EXCEPT WED,51,100,22,52,104,5,4.8
697,698,UNIT 2,ORCHID AVENUE,KALLANGUR,QLD,AU,4503,-27.241,153.008,2017-01,525789101,ORCHID698,@hrs.com,ORCHID698@hrs.com,ORCHID698,TRUE,24H EXCEPT WED,58,54,21,57,119,30,3.8
698,699,UNIT 3,SYDNEY ROAD,BALGOWLAH,NSW,AU,2093,-33.795,151.257,2014-05,796731312,SYDNEY699,@aos.com,SYDNEY699@aos.com,SYDNEY699,TRUE,MON to FRI 11-14 16-19,45,58,28,48,91,20,4.5
699,700,UNIT 6,POWLETT STREET,MOORABBIN,VIC,AU,3189,-37.946,145.075,2020-02,397764532,POWLETT700,@xmail.com,POWLETT700@xmail.com,POWLETT700,TRUE,MON to FRI 11-14 16-19,58,52,26,41,81,25,4.5
700,701,UNIT 1,GRANGE ROAD,ALPHINGTON,VIC,AU,3078,-37.774,145.026,2011-03,594782133,GRANGE701,@yahaa.com,GRANGE701@yahaa.com,GRANGE701,TRUE,MON to FRI 8-17,57,50,29,42,110,30,4.3
701,702,UNIT 1,WOONGARRA STREET,BUNDABERG WEST,QLD,AU,4670,-24.87,152.342,2016-12,698582965,WOONGARRA702,@aos.com,WOONGARRA702@aos.com,WOONGARRA702,TRUE,24H EXCEPT WED,40,99,27,49,102,25,4
702,703,UNIT A,REUBEN COURT,KINGS MEADOWS,TAS,AU,7249,-41.466,147.158,2023-10,572475324,REUBEN703,@whw.com,REUBEN703@whw.com,REUBEN703,TRUE,24/7 NOT Available During PUBLIC VACATION,47,97,22,52,109,15,4.3
703,704,UNIT 4,GRIFFITHS STREET,BALGOWLAH,NSW,AU,2093,-33.791,151.262,2021-11,352487365,GRIFFITHS704,@whw.com,GRIFFITHS704@whw.com,GRIFFITHS704,TRUE,MON to FRI 8-17,40,66,27,59,107,10,4.6
704,705,UNIT 1,EUROBIN AVENUE,MANLY,NSW,AU,2095,-33.785,151.283,2011-09,654256075,EUROBIN705,@zoohoo.com,EUROBIN705@zoohoo.com,EUROBIN705,TRUE,24/7 NOT Available During PUBLIC VACATION,40,85,27,54,105,5,3.8
705,706,UNIT 2,BEECHWORTH ROAD,WODONGA,VIC,AU,3690,-36.132,146.887,2023-03,362285009,BEECHWORTH706,@cs.com,BEECHWORTH706@cs.com,BEECHWORTH706,TRUE,24Hours 7Days,41,54,21,52,80,20,4
706,707,UNIT 1,ALPHA AVENUE,CURRUMBIN,QLD,AU,4223,-28.14,153.479,2018-09,917194706,ALPHA707,@zane.com,ALPHA707@zane.com,ALPHA707,TRUE,MON to THU 8-17 FRI to SUN,56,82,28,54,107,10,4.5
707,708,UNIT 8,PORT JACKSON CIRCUIT,PHILLIP,ACT,AU,2606,-35.347,149.093,2021-11,950601684,PORT JACKSON CIRCUIT708,@zane.com,PORT JACKSON CIRCUIT708@zane.com,PORT JACKSON CIRCUIT708,TRUE,24/7 NOT Available During PUBLIC VACATION,47,85,25,53,104,5,4.5
708,709,UNIT 5,DOLANS ROAD,WOOLOOWARE,NSW,AU,2230,-34.051,151.136,2013-09,281495513,DOLANS709,@xmail.com,DOLANS709@xmail.com,DOLANS709,TRUE,24H EXCEPT WED,42,88,24,47,114,30,4.8
709,710,UNIT 2,COTTEE STREET,EAST LISMORE,NSW,AU,2480,-28.817,153.284,2013-10,998320091,COTTEE710,@hrs.com,COTTEE710@hrs.com,COTTEE710,TRUE,MON to THU 8-17 FRI to SUN,42,98,26,43,119,10,4.7
710,711,UNIT 1,TENTH STREET,COBAR,NSW,AU,2835,-31.495,145.843,2023-02,824715227,TENTH711,@coldmail.com,TENTH711@coldmail.com,TENTH711,TRUE,MON to THU 8-17 FRI to SUN,49,58,27,53,115,20,4.1
711,712,UNIT 6,BULOLO STREET,ASHMONT,NSW,AU,2650,-35.125,147.339,2011-02,423307230,BULOLO712,@loveu.com,BULOLO712@loveu.com,BULOLO712,TRUE,MON to FRI 8-17,46,96,26,54,94,30,4.3
712,713,UNIT 2,SAINT JOSEPH DRIVE,URRAWEEN,QLD,AU,4655,-25.298,152.835,2019-10,185542625,SAINT JOSEPH713,@whw.com,SAINT JOSEPH713@whw.com,SAINT JOSEPH713,TRUE,24Hours 7Days,56,70,25,54,115,20,4
713,714,COTTAGE 1,JERRARA ROAD,MARULAN,NSW,AU,2579,-34.774,149.968,2020-10,692881380,JERRARA714,@zoohoo.com,JERRARA714@zoohoo.com,JERRARA714,TRUE,24Hours 7Days,52,76,24,54,95,10,4.5
714,715,UNIT 1,GRAYLING STREET,ELIZABETH EAST,SA,AU,5112,-34.721,138.68,2016-11,569075688,GRAYLING715,@zoohoo.com,GRAYLING715@zoohoo.com,GRAYLING715,TRUE,24Hours 7Days,45,93,25,48,102,30,4.4
715,716,UNIT 7,HADDON CRESCENT,MARKS POINT,NSW,AU,2280,-33.06,151.648,2013-09,330934249,HADDON CRESCENT716,@ln.com,HADDON CRESCENT716@ln.com,HADDON CRESCENT716,TRUE,MON to FRI 8-17,59,96,23,57,85,15,3.9
716,717,UNIT 2,CULGOA CRESCENT,PAMBULA BEACH,NSW,AU,2549,-36.943,149.903,2022-02,618194928,CULGOA CRESCENT717,@whw.com,CULGOA CRESCENT717@whw.com,CULGOA CRESCENT717,TRUE,24Hours 7Days,46,67,21,46,95,30,4.6
717,718,SHOP 1,BEAUDESERT ROAD,MOOROOKA,QLD,AU,4105,-27.532,153.025,2013-04,569509873,BEAUDESERT718,@yahaa.com,BEAUDESERT718@yahaa.com,BEAUDESERT718,TRUE,24H EXCEPT WED,52,96,26,53,101,20,3.9
718,719,UNIT 2,PANDORA AVENUE,THOMASTOWN,VIC,AU,3074,-37.685,144.986,2019-03,831932402,PANDORA719,@whw.com,PANDORA719@whw.com,PANDORA719,TRUE,MON to THU 8-17 FRI to SUN,42,59,25,44,104,20,4
719,720,UNIT 1,FIELDING STREET,GAYNDAH,QLD,AU,4625,-25.625,151.605,2010-09,239175668,FIELDING720,@loveu.com,FIELDING720@loveu.com,FIELDING720,TRUE,MON to FRI 8-17,41,66,25,46,81,15,4.3
720,721,UNIT 1,DANDENONG ROAD,CLAYTON,VIC,AU,3168,-37.913,145.125,2013-02,828598261,DANDENONG721,@zane.com,DANDENONG721@zane.com,DANDENONG721,TRUE,24Hours 7Days,59,99,23,51,80,30,4.1
721,722,UNIT 13,POTTS STREET,EAST BRISBANE,QLD,AU,4169,-27.486,153.041,2011-03,909453301,POTTS722,@hrs.com,POTTS722@hrs.com,POTTS722,TRUE,MON to THU 8-17 FRI to SUN,56,87,26,57,99,30,4.7
722,723,UNIT 15,ALEXANDRA PARADE,MAROOCHYDORE,QLD,AU,4558,-26.658,153.103,2023-03,790693879,ALEXANDRA723,@why.com,ALEXANDRA723@why.com,ALEXANDRA723,TRUE,MON to FRI 8-17,53,75,21,51,81,10,4.8
723,724,UNIT 6,GARDENIA STREET,BLACKBURN,VIC,AU,3130,-37.821,145.152,2017-04,557008889,GARDENIA724,@ln.com,GARDENIA724@ln.com,GARDENIA724,TRUE,MON to FRI 8-17,43,69,25,50,110,30,3.9
724,725,UNIT 8,NORTH ROAD,WOODRIDGE,QLD,AU,4114,-27.633,153.103,2023-12,788957179,NORTH725,@zane.com,NORTH725@zane.com,NORTH725,TRUE,24/7 NOT Available During PUBLIC VACATION,44,76,21,52,114,20,4.7
725,726,UNIT 8,CHURCHILL AVENUE,ASCOT VALE,VIC,AU,3032,-37.781,144.918,2013-03,770230270,CHURCHILL726,@whw.com,CHURCHILL726@whw.com,CHURCHILL726,TRUE,MON to FRI 11-14 16-19,52,80,21,43,89,25,4.7
726,727,UNIT 2,LAKEVIEW TERRACE,BENOWA,QLD,AU,4217,-27.998,153.373,2018-02,117188609,LAKEVIEW727,@nath.com,LAKEVIEW727@nath.com,LAKEVIEW727,TRUE,MON to FRI 11-14 16-19,43,75,24,49,112,5,3.9
727,728,UNIT 2,RIVERPILLY COURT,MORAYFIELD,QLD,AU,4506,-27.104,152.926,2022-12,903022595,RIVERPILLY728,@zane.com,RIVERPILLY728@zane.com,RIVERPILLY728,TRUE,MON to FRI 8-17,53,97,20,51,97,20,3.9
728,729,UNIT 1,PEVERIL STREET,GLEN WAVERLEY,VIC,AU,3150,-37.891,145.15,2021-12,624379908,PEVERIL729,@ln.com,PEVERIL729@ln.com,PEVERIL729,TRUE,MON to FRI 8-17,51,100,21,41,114,25,4.6
729,730,UNIT 11,KENSINGTON ROAD,KENSINGTON,NSW,AU,2033,-33.907,151.222,2012-12,683608068,KENSINGTON730,@aos.com,KENSINGTON730@aos.com,KENSINGTON730,TRUE,24Hours 7Days,60,92,29,58,82,5,4.5
730,731,UNIT 2,ROLLE STREET,HOLLAND PARK WEST,QLD,AU,4121,-27.516,153.056,2015-08,920520711,ROLLE731,@coldmail.com,ROLLE731@coldmail.com,ROLLE731,TRUE,MON to THU 8-17 FRI to SUN,46,99,30,46,100,5,4.3
731,732,UNIT 2,WALTERS STREET,LOWOOD,QLD,AU,4311,-27.462,152.579,2019-08,722020360,WALTERS732,@zane.com,WALTERS732@zane.com,WALTERS732,TRUE,MON to THU 8-17 FRI to SUN,40,83,21,55,97,20,3.9
732,733,UNIT 1,FISHER ROAD,OXLEY VALE,NSW,AU,2340,-31.063,150.899,2010-08,713639943,FISHER733,@whw.com,FISHER733@whw.com,FISHER733,TRUE,24Hours 7Days,40,94,30,40,120,20,4.6
733,734,UNIT 2,AUDLEY STREET,RUTHERGLEN,VIC,AU,3685,-36.055,146.464,2014-05,359647240,AUDLEY734,@zoohoo.com,AUDLEY734@zoohoo.com,AUDLEY734,TRUE,MON to FRI 8-17,41,75,26,40,82,25,4.1
734,735,UNIT 2,MYRTLE AVENUE,NEWCOMB,VIC,AU,3219,-38.158,144.388,2010-09,535775245,MYRTLE735,@whw.com,MYRTLE735@whw.com,MYRTLE735,TRUE,MON to FRI 8-17,45,84,24,57,80,30,3.9
735,736,SHOP 1,SAINT VINCENTS ROAD,BANYO,QLD,AU,4014,-27.375,153.078,2015-07,528009230,SAINT VINCENTS736,@cs.com,SAINT VINCENTS736@cs.com,SAINT VINCENTS736,TRUE,24Hours 7Days,45,90,28,53,111,10,4.4
736,737,SHOP 2,RAILWAY TERRACE,MURARRIE,QLD,AU,4172,-27.465,153.102,2017-12,827451407,RAILWAY737,@zane.com,RAILWAY737@zane.com,RAILWAY737,TRUE,24Hours 7Days,44,61,27,41,81,5,4.1
737,738,UNIT 2,BALTIMORE STREET,PORT LINCOLN,SA,AU,5606,-34.73,135.869,2013-06,614975505,BALTIMORE738,@cs.com,BALTIMORE738@cs.com,BALTIMORE738,TRUE,MON to FRI 11-14 16-19,50,98,26,44,116,15,4.3
738,739,UNIT 4,MITCHELL STREET,NORTH WARD,QLD,AU,4810,-19.245,146.809,2011-10,375900181,MITCHELL739,@cs.com,MITCHELL739@cs.com,MITCHELL739,TRUE,MON to THU 8-17 FRI to SUN,60,94,23,60,89,30,4.4
739,740,UNIT 2,MOOKARII STREET,COBRAM,VIC,AU,3644,-35.917,145.655,2021-02,416286743,MOOKARII740,@cs.com,MOOKARII740@cs.com,MOOKARII740,TRUE,24Hours 7Days,46,55,25,57,110,30,4.6
740,741,UNIT 5,BRADFIELD LANE,KENSINGTON,VIC,AU,3031,-37.789,144.925,2022-01,749996055,BRADFIELD LANE741,@aos.com,BRADFIELD LANE741@aos.com,BRADFIELD LANE741,TRUE,MON to THU 8-17 FRI to SUN,54,77,23,44,83,5,4
741,742,UNIT 6,HARBOURVIEW CRESCENT,LAVENDER BAY,NSW,AU,2060,-33.845,151.21,2017-05,225077275,HARBOURVIEW CRESCENT742,@cs.com,HARBOURVIEW CRESCENT742@cs.com,HARBOURVIEW CRESCENT742,TRUE,24Hours 7Days,57,55,27,43,117,30,4.6
742,743,UNIT 2,HEATHER GROVE,RINGWOOD,VIC,AU,3134,-37.825,145.221,2016-11,243157020,HEATHER GROVE743,@pny.com,HEATHER GROVE743@pny.com,HEATHER GROVE743,TRUE,MON to THU 8-17 FRI to SUN,44,58,24,49,112,30,4
743,744,UNIT 30,THE CRESCENT,DEE WHY,NSW,AU,2099,-33.757,151.292,2010-06,108013595,THE CRESCENT744,@loveu.com,THE CRESCENT744@loveu.com,THE CRESCENT744,TRUE,MON to THU 8-17 FRI to SUN,43,94,30,44,111,5,4.4
744,745,UNIT 2,FLITCROFT STREET,WARWICK,QLD,AU,4370,-28.234,152.021,2016-12,395479068,FLITCROFT745,@nath.com,FLITCROFT745@nath.com,FLITCROFT745,TRUE,MON to THU 8-17 FRI to SUN,46,88,21,59,106,30,4
745,746,UNIT 515,ROSS STREET,FOREST LODGE,NSW,AU,2037,-33.878,151.179,2021-01,700975135,ROSS746,@coldmail.com,ROSS746@coldmail.com,ROSS746,TRUE,24Hours 7Days,53,97,27,58,92,5,4.7
746,747,UNIT 4,WARREEN DRIVE,PENGUIN,TAS,AU,7316,-41.107,146.06,2020-09,309045286,WARREEN747,@pny.com,WARREEN747@pny.com,WARREEN747,TRUE,MON to FRI 8-17,44,62,21,40,95,30,4.6
747,748,UNIT 1,HARVEST ROAD,NORTH FREMANTLE,WA,AU,6159,-32.035,115.754,2020-09,751085607,HARVEST748,@loveu.com,HARVEST748@loveu.com,HARVEST748,TRUE,24H EXCEPT WED,43,90,29,46,85,10,3.9
748,749,UNIT 47,WELLINGTON STREET,ORMISTON,QLD,AU,4160,-27.506,153.256,2011-03,593537064,WELLINGTON749,@zoohoo.com,WELLINGTON749@zoohoo.com,WELLINGTON749,TRUE,MON to THU 8-17 FRI to SUN,60,54,20,46,108,25,4.5
749,750,UNIT 3,ROYDON STREET,HAMPTON EAST,VIC,AU,3188,-37.935,145.027,2013-05,354560039,ROYDON750,@pny.com,ROYDON750@pny.com,ROYDON750,TRUE,MON to FRI 11-14 16-19,51,98,22,58,115,20,4.7
750,751,UNIT 1,STEWART ROAD,OAKLEIGH EAST,VIC,AU,3166,-37.906,145.122,2013-02,846432301,STEWART751,@xmail.com,STEWART751@xmail.com,STEWART751,TRUE,MON to FRI 11-14 16-19,47,51,22,45,80,5,4.3
751,752,UNIT 1,HAZELNUT DRIVE,CABOOLTURE SOUTH,QLD,AU,4510,-27.097,152.942,2010-11,660129840,HAZELNUT752,@whw.com,HAZELNUT752@whw.com,HAZELNUT752,TRUE,24H EXCEPT WED,43,93,22,48,95,20,4.7
752,753,UNIT 2B,KENNEDY PARADE,GOLDEN BEACH,QLD,AU,4551,-26.809,153.121,2014-08,203892793,KENNEDY753,@zoohoo.com,KENNEDY753@zoohoo.com,KENNEDY753,TRUE,24H EXCEPT WED,45,69,20,54,109,25,4.6
753,754,UNIT 4,LYNDHURST STREET,RICHMOND,VIC,AU,3121,-37.821,145,2014-09,370059335,LYNDHURST754,@yahaa.com,LYNDHURST754@yahaa.com,LYNDHURST754,TRUE,MON to FRI 8-17,43,58,25,58,98,30,4.4
754,755,UNIT 1,HUBERT AVENUE,GLENROY,VIC,AU,3046,-37.701,144.933,2013-07,420259912,HUBERT755,@coldmail.com,HUBERT755@coldmail.com,HUBERT755,TRUE,MON to FRI 11-14 16-19,45,67,26,44,103,25,4.4
755,756,UNIT 1,WHITMAN STREET,YEPPOON,QLD,AU,4703,-23.132,150.741,2018-08,566519881,WHITMAN756,@why.com,WHITMAN756@why.com,WHITMAN756,TRUE,MON to FRI 11-14 16-19,46,74,23,56,109,5,4.5
756,757,UNIT 3,WARE STREET,ANNERLEY,QLD,AU,4103,-27.516,153.033,2020-02,618776650,WARE757,@zane.com,WARE757@zane.com,WARE757,TRUE,MON to FRI 8-17,60,97,24,44,83,30,3.8
757,758,UNIT 2,BEMBROSE LANE,DUBBO,NSW,AU,2830,-32.239,148.617,2014-07,149899340,BEMBROSE LANE758,@cs.com,BEMBROSE LANE758@cs.com,BEMBROSE LANE758,TRUE,24H EXCEPT WED,45,88,21,49,116,15,3.9
758,759,UNIT 7,LIBERTY PARADE,HEIDELBERG WEST,VIC,AU,3081,-37.737,145.036,2012-03,417409101,LIBERTY759,@xmail.com,LIBERTY759@xmail.com,LIBERTY759,TRUE,24H EXCEPT WED,59,73,25,41,105,10,4.6
759,760,SHOP 4,ELIZABETH STREET,SURRY HILLS,NSW,AU,2010,-33.886,151.208,2015-11,476465229,ELIZABETH760,@zoohoo.com,ELIZABETH760@zoohoo.com,ELIZABETH760,TRUE,24/7 NOT Available During PUBLIC VACATION,43,60,26,44,93,25,4.4
760,761,UNIT 2,MILTON STREET,SOUTH MACKAY,QLD,AU,4740,-21.156,149.176,2012-03,594356301,MILTON761,@why.com,MILTON761@why.com,MILTON761,TRUE,MON to THU 8-17 FRI to SUN,46,74,24,53,89,30,3.8
761,762,UNIT 1,ATHANASIOU ROAD,COCONUT GROVE,NT,AU,810,-12.392,130.85,2013-11,694773836,ATHANASIOU762,@loveu.com,ATHANASIOU762@loveu.com,ATHANASIOU762,TRUE,24/7 NOT Available During PUBLIC VACATION,58,54,29,51,82,15,4.5
762,763,UNIT 2,LOWER PLENTY ROAD,ROSANNA,VIC,AU,3084,-37.746,145.06,2018-12,902694993,LOWER PLENTY763,@why.com,LOWER PLENTY763@why.com,LOWER PLENTY763,TRUE,MON to FRI 8-17,55,63,28,51,99,10,4.6
763,764,UNIT 1,HAZEL STREET,CAMBERWELL,VIC,AU,3124,-37.843,145.066,2011-03,260409425,HAZEL764,@ln.com,HAZEL764@ln.com,HAZEL764,TRUE,MON to FRI 8-17,43,72,24,47,88,25,4.3
764,765,UNIT 22,CHANTELLE CIRCUIT,CORAL COVE,QLD,AU,4670,-24.89,152.485,2021-09,776882261,CHANTELLE CIRCUIT765,@ln.com,CHANTELLE CIRCUIT765@ln.com,CHANTELLE CIRCUIT765,TRUE,MON to FRI 11-14 16-19,43,96,26,48,97,30,3.9
765,766,UNIT 25,BOURTON ROAD,MERRIMAC,QLD,AU,4226,-28.052,153.359,2023-09,655509592,BOURTON766,@yahaa.com,BOURTON766@yahaa.com,BOURTON766,TRUE,24H EXCEPT WED,46,84,27,51,89,10,4.6
766,767,UNIT 4,WELLINGTON STREET,COORPAROO,QLD,AU,4151,-27.498,153.057,2013-07,697206886,WELLINGTON767,@why.com,WELLINGTON767@why.com,WELLINGTON767,TRUE,MON to FRI 11-14 16-19,52,72,30,46,93,5,4.8
767,768,UNIT 1,FLAXMILL ROAD,MORPHETT VALE,SA,AU,5162,-35.127,138.517,2013-06,167159911,FLAXMILL768,@aos.com,FLAXMILL768@aos.com,FLAXMILL768,TRUE,MON to THU 8-17 FRI to SUN,54,54,26,60,110,10,4.2
768,769,UNIT 1,LONERGANNE STREET,GARBUTT,QLD,AU,4814,-19.264,146.781,2020-04,249112682,LONERGANNE769,@loveu.com,LONERGANNE769@loveu.com,LONERGANNE769,TRUE,24/7 NOT Available During PUBLIC VACATION,60,86,27,47,90,20,4.7
